# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 27 22:08:09 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by sy_pnum desc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_dist,sy_disterr1,sy_disterr2
1,1,5,Transit,77.23000000,0.39000000,-0.39000000,0,0.327400,0.002800,-0.002700,0,2.670,0.110,-0.110,0,16.00000,2.30000,-2.30000,0,4.60000,0.90000,-0.90000,0,0.061000,0.051000,-0.042000,0,,,,,,,,,0,G9 V,5455.00,65.00,-47.00,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.330,0.100,-0.050,0,4.47,0.01,-0.01,0,5.000,,,-1,1.8090,0.0560,-0.0560,0,85.7990000,0.4988000,-0.4932000
1,1,5,Transit,16.28700000,0.00500000,-0.00500000,0,0.117400,0.001500,-0.001500,0,2.320,0.160,-0.160,0,3.00000,2.40000,-1.90000,0,1.30000,1.10000,-0.80000,0,0.000000,,,0,,,,,750,60,-60,0,0,,5326.00,64.00,-64.00,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,-0.410,0.050,-0.050,0,4.50,0.03,-0.03,0,10.000,3.000,-3.000,0,1.9500,0.1600,-0.1600,0,85.7990000,0.4988000,-0.4932000
1,1,4,Radial Velocity,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,,,,,,,,,,,,,0.083000,,,1,,,,,877,,,0,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,4.41,0.21,-0.21,0,2.010,0.540,-0.540,0,,,,,62.5388000,0.1782000,-0.1773000
1,1,4,Radial Velocity,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,,,,,,,,,,,,,0.057000,,,1,,,,,1239,,,0,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,4.41,0.21,-0.21,0,2.010,0.540,-0.540,0,,,,,62.5388000,0.1782000,-0.1773000
1,1,4,Radial Velocity,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,,,,,,,,,,,,,0.070000,,,1,,,,,1632,,,0,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,4.41,0.21,-0.21,0,2.010,0.540,-0.540,0,,,,,62.5388000,0.1782000,-0.1773000
1,1,4,Radial Velocity,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,,,,,,,,,,,,,0.070000,,,1,,,,,1314,,,0,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,4.41,0.21,-0.21,0,2.010,0.540,-0.540,0,,,,,62.5388000,0.1782000,-0.1773000
1,1,4,Radial Velocity,30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,,,,,,,,,,,,,0.060000,0.040000,-0.040000,0,1.07,,,0,,,,,0,M2.5,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,0.020,0.090,-0.090,0,,,,,,,,,,,,,20.1903000,0.0216000,-0.0216000
1,1,4,Radial Velocity,122.61960000,0.24290000,-0.23710000,0,0.361750,0.000480,-0.000470,0,,,,,,,,,,,,,0.110000,0.100000,-0.080000,0,0.17,,,0,,,,,0,M2.5,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,0.020,0.090,-0.090,0,,,,,,,,,,,,,20.1903000,0.0216000,-0.0216000
1,1,4,Radial Velocity,48.13450000,0.06280000,-0.06610000,0,0.193940,0.000170,-0.000180,0,,,,,,,,,,,,,0.120000,0.130000,-0.090000,0,0.59,,,0,,,,,0,M2.5,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,0.020,0.090,-0.090,0,,,,,,,,,,,,,20.1903000,0.0216000,-0.0216000
1,1,4,Radial Velocity,13.25430000,0.00780000,-0.01040000,0,0.082080,0.000030,-0.000040,0,,,,,,,,,,,,,0.210000,0.200000,-0.140000,0,3.34,,,0,,,,,0,M2.5,3466.00,49.00,-49.00,0,0.40,0.03,-0.03,0,0.42,,,0,0.020,0.090,-0.090,0,,,,,,,,,,,,,20.1903000,0.0216000,-0.0216000
1,2,4,Radial Velocity,1051.44520601,0.37706781,-0.40023415,0,1.734535,0.056264,-0.059505,0,,,,,1837.01057,152.92858,-147.39385,0,,,,,0.318615,0.002665,-0.002825,0,,,,,,,,,0,,,,,,,,,,0.63,0.06,-0.06,0,,,,,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
1,2,4,Radial Velocity,13921.42302046,1232.33793852,-1514.65142557,0,9.678080,0.672439,-0.742524,0,,,,,4271.00959,347.82506,-340.68024,0,,,,,0.295316,0.032892,-0.048992,0,,,,,,,,,0,,,,,,,,,,0.63,0.06,-0.06,0,,,,,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
1,2,4,Radial Velocity,3.60075682,0.00019446,-0.00020476,0,0.039322,0.001279,-0.001352,0,,,,,,,,,,,,,0.192193,0.072565,-0.078567,0,,,,,,,,,0,,,,,,,,,,0.63,0.06,-0.06,0,,,,,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
1,2,4,Radial Velocity,35.47357709,0.01560010,-0.01471807,0,0.180707,0.005880,-0.006208,0,,,,,,,,,,,,,0.152395,0.085707,-0.059624,0,,,,,,,,,0,,,,,,,,,,0.63,0.06,-0.06,0,,,,,,,,,,,,,,,,,16.0272000,0.0101000,-0.0101000
1,1,4,Radial Velocity,61.11660000,0.00860000,-0.00860000,0,0.208317,0.000020,-0.000020,0,,,,,723.22350,1.43020,-1.43020,0,,,,,0.032400,0.001300,-0.001300,0,,,,,,,,,0,,,,,,0.30,,,0,0.32,0.03,-0.03,0,,,,,,,,,1.000,,,-1,,,,,4.6751700,0.0016700,-0.0016700
1,1,4,Radial Velocity,30.08810000,0.00820000,-0.00820000,0,0.129590,0.000024,-0.000024,0,,,,,226.98460,1.23950,-1.23950,0,,,,,0.255910,0.000930,-0.000930,0,,,,,,,,,0,,,,,,0.30,,,0,0.32,0.03,-0.03,0,,,,,,,,,1.000,,,-1,,,,,4.6751700,0.0016700,-0.0016700
1,1,4,Radial Velocity,1.93778000,0.00002000,-0.00002000,0,0.020807,0.000000,0.000000,0,,,,,6.83000,0.40000,-0.40000,0,,,,,0.207000,0.055000,-0.055000,0,,,,,,,,,0,,,,,,0.30,,,0,0.32,0.03,-0.03,0,,,,,,,,,1.000,,,-1,,,,,4.6751700,0.0016700,-0.0016700
1,1,4,Radial Velocity,124.26000000,0.70000000,-0.70000000,0,0.334300,0.001300,-0.001300,0,,,,,14.60000,1.70000,-1.70000,0,,,,,0.055000,0.012000,-0.012000,0,,,,,,,,,0,,,,,,0.30,,,0,0.32,0.03,-0.03,0,,,,,,,,,1.000,,,-1,,,,,4.6751700,0.0016700,-0.0016700
1,1,4,Radial Velocity,94.44000000,0.05000000,-0.05000000,0,0.415000,0.011000,-0.011000,0,,,,,,,,,,,,,0.040000,0.020000,-0.020000,0,,,,,,,,,0,K0,5600.00,40.00,-40.00,0,,,,,1.07,0.08,-0.08,0,0.350,0.030,-0.030,0,4.28,0.05,-0.05,0,,,,,,,,,37.0169000,0.0330000,-0.0329000
1,1,4,Radial Velocity,201.99000000,0.08000000,-0.08000000,0,0.689000,0.020000,-0.020000,0,,,,,,,,,,,,,0.048000,0.009000,-0.009000,0,,,,,,,,,0,K0,5600.00,40.00,-40.00,0,,,,,1.07,0.08,-0.08,0,0.350,0.030,-0.030,0,4.28,0.05,-0.05,0,,,,,,,,,37.0169000,0.0330000,-0.0329000
1,1,4,Radial Velocity,1069.80000000,6.70000000,-6.70000000,0,2.090000,0.060000,-0.060000,0,,,,,,,,,,,,,0.074000,0.025000,-0.025000,0,,,,,,,,,0,K0,5600.00,40.00,-40.00,0,,,,,1.07,0.08,-0.08,0,0.350,0.030,-0.030,0,4.28,0.05,-0.05,0,,,,,,,,,37.0169000,0.0330000,-0.0329000
1,1,4,Radial Velocity,5000.00000000,560.00000000,-2000.00000000,0,5.000000,1.500000,-1.500000,0,,,,,,,,,,,,,0.260000,0.220000,-0.220000,0,,,,,,,,,0,K0,5600.00,40.00,-40.00,0,,,,,1.07,0.08,-0.08,0,0.350,0.030,-0.030,0,4.28,0.05,-0.05,0,,,,,,,,,37.0169000,0.0330000,-0.0329000
1,1,4,Radial Velocity,645.00000000,0.30000000,-0.30000000,0,,,,,,,,,1366.66215,,,1,,,,,,,,,,,,,,,,,0,G3 IV-V,5773.00,,,0,1.33,0.02,-0.02,0,1.13,0.02,-0.02,0,0.280,0.030,-0.030,0,4.20,0.10,-0.10,0,5.700,0.600,-0.600,0,,,,,15.5981000,0.0296000,-0.0294000
1,1,4,Radial Velocity,3947.00000000,23.00000000,-23.00000000,0,,,,,,,,,1398.44499,,,1,,,,,,,,,,,,,,,,,0,G3 IV-V,5773.00,,,0,1.33,0.02,-0.02,0,1.13,0.02,-0.02,0,0.280,0.030,-0.030,0,4.20,0.10,-0.10,0,5.700,0.600,-0.600,0,,,,,15.5981000,0.0296000,-0.0294000
1,1,4,Radial Velocity,9.63920000,0.00060000,-0.00060000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,G3 IV-V,5773.00,,,0,1.33,0.02,-0.02,0,1.13,0.02,-0.02,0,0.280,0.030,-0.030,0,4.20,0.10,-0.10,0,5.700,0.600,-0.600,0,,,,,15.5981000,0.0296000,-0.0294000
1,1,4,Radial Velocity,307.90000000,0.30000000,-0.30000000,0,,,,,,,,,2224.79885,,,1,,,,,,,,,,,,,,,,,0,G3 IV-V,5773.00,,,0,1.33,0.02,-0.02,0,1.13,0.02,-0.02,0,0.280,0.030,-0.030,0,4.20,0.10,-0.10,0,5.700,0.600,-0.600,0,,,,,15.5981000,0.0296000,-0.0294000
1,1,4,Radial Velocity,1207.00000000,4.00000000,-5.00000000,0,2.160000,0.030000,-0.030000,0,,,,,,,,,,,,,0.080000,0.060000,-0.050000,0,,,,,,,,,0,,5390.00,30.00,-30.00,0,0.95,0.01,-0.02,0,0.93,0.03,-0.04,0,0.180,0.080,-0.080,0,4.46,0.13,-0.13,0,9.580,1.990,-1.550,0,,,,,22.0016000,0.0152000,-0.0151000
1,1,4,Radial Velocity,75.74000000,0.06000000,-0.05000000,0,0.341000,0.004000,-0.004000,0,,,,,,,,,,,,,0.120000,0.110000,-0.090000,0,,,,,,,,,0,,5390.00,30.00,-30.00,0,0.95,0.01,-0.02,0,0.93,0.03,-0.04,0,0.180,0.080,-0.080,0,4.46,0.13,-0.13,0,9.580,1.990,-1.550,0,,,,,22.0016000,0.0152000,-0.0151000
1,1,4,Radial Velocity,12.45800000,0.00300000,-0.00300000,0,0.103000,0.001000,-0.001000,0,,,,,,,,,,,,,0.120000,0.130000,-0.080000,0,,,,,,,,,0,,5390.00,30.00,-30.00,0,0.95,0.01,-0.02,0,0.93,0.03,-0.04,0,0.180,0.080,-0.080,0,4.46,0.13,-0.13,0,9.580,1.990,-1.550,0,,,,,22.0016000,0.0152000,-0.0151000
1,1,4,Radial Velocity,41.76300000,0.01200000,-0.01200000,0,0.229200,0.002600,-0.002700,0,,,,,,,,,,,,,0.086000,0.083000,-0.060000,0,,,,,,,,,0,,5393.43,68.33,-68.33,0,1.00,0.02,-0.02,0,0.92,0.03,-0.03,0,0.197,0.057,-0.057,0,4.40,0.03,-0.03,0,,,,,,,,,22.0016000,0.0152000,-0.0151000
1,1,4,Radial Velocity,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,,,,,,,,,,,,,0.000000,,,0,,,,,660,,,0,0,G8 V,5401.00,17.00,-17.00,0,,,,,0.70,,,0,-0.400,0.010,-0.010,0,4.22,0.11,-0.11,0,5.760,0.660,-0.660,0,,,,,6.0027800,0.0085400,-0.0085100
1,1,4,Radial Velocity,40.11400000,0.05300000,-0.05300000,0,0.203600,0.003400,-0.003400,0,,,,,,,,,,,,,0.000000,,,0,,,,,508,,,0,0,G8 V,5401.00,17.00,-17.00,0,,,,,0.70,,,0,-0.400,0.010,-0.010,0,4.22,0.11,-0.11,0,5.760,0.660,-0.660,0,,,,,6.0027800,0.0085400,-0.0085100
1,1,4,Radial Velocity,90.30900000,0.18400000,-0.18400000,0,0.349900,0.005900,-0.005900,0,,,,,,,,,,,,,0.000000,,,0,,,,,388,,,0,0,G8 V,5401.00,17.00,-17.00,0,,,,,0.70,,,0,-0.400,0.010,-0.010,0,4.22,0.11,-0.11,0,5.760,0.660,-0.660,0,,,,,6.0027800,0.0085400,-0.0085100
1,1,4,Radial Velocity,147.02000000,1.43000000,-0.91000000,0,0.509000,0.006000,-0.006000,0,,,,,,,,,,,,,0.290000,0.140000,-0.180000,0,,,,,,,,,0,G8,,,,,,,,,0.81,0.02,-0.01,0,,,,,,,,,,,,,,,,,6.0027800,0.0085400,-0.0085100
1,1,4,Radial Velocity,5.75999000,0.00157000,-0.00175000,0,0.057638,0.000739,-0.000759,0,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.73,0.02,-0.02,0,0.77,0.01,-0.01,0,-0.100,0.040,-0.040,0,4.40,,,0,,,,,,,,,21.5974000,0.0488000,-0.0485000
1,1,4,Radial Velocity,7.28243000,0.00451000,-0.00827000,0,0.067393,0.000860,-0.000893,0,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.73,0.02,-0.02,0,0.77,0.01,-0.01,0,-0.100,0.040,-0.040,0,4.40,,,0,,,,,,,,,21.5974000,0.0488000,-0.0485000
1,1,4,Radial Velocity,10.86499000,0.00564000,-0.00613000,0,0.087990,0.001130,-0.001160,0,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.73,0.02,-0.02,0,0.77,0.01,-0.01,0,-0.100,0.040,-0.040,0,4.40,,,0,,,,,,,,,21.5974000,0.0488000,-0.0485000
1,1,4,Radial Velocity,25.19670000,0.04760000,-0.05050000,0,0.154170,0.001990,-0.002040,0,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.73,0.02,-0.02,0,0.77,0.01,-0.01,0,-0.100,0.040,-0.040,0,4.40,,,0,,,,,,,,,21.5974000,0.0488000,-0.0485000
1,1,4,Imaging,170000.00000000,,,0,68.000000,,,0,13.000,1.000,-1.000,0,2000.00000,1000.00000,-600.00000,0,,,,,,,,,,,,,,,,,0,A5 V,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,,,,,0.060,0.100,-0.030,0,,,,,41.2441000,0.1515000,-0.1505000
1,1,4,Imaging,69000.00000000,,,0,38.000000,,,0,13.000,1.000,0.000,0,3000.00000,1000.00000,-1000.00000,0,,,,,,,,,,,,,,,,,0,A5 V,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,,,,,0.060,0.100,-0.030,0,,,,,41.2441000,0.1515000,-0.1505000
1,1,4,Imaging,37000.00000000,,,0,24.000000,,,0,13.000,1.000,0.000,0,3000.00000,1000.00000,-1000.00000,0,,,,,,,,,,,,,,,,,0,A5 V,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,,,,,0.060,0.100,-0.030,0,,,,,41.2441000,0.1515000,-0.1505000
1,1,4,Imaging,,,,,16.400000,2.100000,-1.100000,0,13.115,1.457,-1.233,0,3178.30000,2224.81000,-1271.32000,0,,,,,0.150000,0.080000,-0.080000,0,,,,,1150,50,-50,0,0,A5,7400.00,,,0,,,,,,,,,-0.500,,,0,4.00,,,0,0.030,,,0,,,,,41.2441000,0.1515000,-0.1505000
1,1,4,Transit,3.07133000,0.00011000,-0.00011000,0,0.031940,0.000250,-0.000260,0,1.340,0.077,-0.076,0,,,,,,,,,,,,,,,,,,,,,0,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,,,,,,,,,,,,,75.1703000,0.2012000,-0.2012000
1,1,4,Transit,4.86784000,0.00012000,-0.00012000,0,0.043410,0.000340,-0.000350,0,1.603,0.090,-0.088,0,,,,,,,,,,,,,,,,,,,,,0,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,,,,,,,,,,,,,75.1703000,0.2012000,-0.2012000
1,1,4,Transit,11.02454000,0.00036000,-0.00035000,0,0.074870,0.000590,-0.000600,0,2.003,0.107,-0.107,0,,,,,,,,,,,,,,,,,,,,,0,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,,,,,,,,,,,,,75.1703000,0.2012000,-0.2012000
1,1,4,Transit,26.58410000,0.00180000,-0.00170000,0,0.134600,0.001100,-0.001100,0,1.730,0.140,-0.130,0,,,,,,,,,,,,,1.80,0.25,-0.23,0,296,10,-10,0,0,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,,,,,,,,,,,,,75.1703000,0.2012000,-0.2012000
1,1,4,Transit,0.77401000,0.00008300,-0.00008300,0,,,,,1.200,0.200,-0.200,0,,,,,,,,,,,,,,,,,,,,,0,,5438.00,63.00,-63.00,0,0.83,0.11,-0.11,0,,,,,0.000,0.100,-0.100,0,4.60,0.08,-0.08,0,,,,,,,,,330.9160000,5.7270000,-5.5390000
1,1,4,Transit,2.87151200,0.00012000,-0.00012000,0,,,,,1.400,0.200,-0.200,0,,,,,,,,,,,,,,,,,,,,,0,,5438.00,63.00,-63.00,0,0.83,0.11,-0.11,0,,,,,0.000,0.100,-0.100,0,4.60,0.08,-0.08,0,,,,,,,,,330.9160000,5.7270000,-5.5390000
1,1,4,Transit,7.14958400,0.00012000,-0.00012000,0,,,,,2.400,0.300,-0.300,0,,,,,,,,,,,,,,,,,,,,,0,,5438.00,63.00,-63.00,0,0.83,0.11,-0.11,0,,,,,0.000,0.100,-0.100,0,4.60,0.08,-0.08,0,,,,,,,,,330.9160000,5.7270000,-5.5390000
1,1,4,Transit,13.60662900,0.00000360,-0.00000360,0,,,,,1.900,0.300,-0.300,0,,,,,,,,,,,,,,,,,,,,,0,,5438.00,63.00,-63.00,0,0.83,0.11,-0.11,0,,,,,0.000,0.100,-0.100,0,4.60,0.08,-0.08,0,,,,,,,,,330.9160000,5.7270000,-5.5390000
1,2,4,Transit,0.65852400,0.00001700,-0.00001700,0,0.013060,0.000200,-0.000210,0,3.300,1.800,-1.300,0,,,,,1.77000,1.90000,-0.88000,0,,,,,879.50,43.40,-40.40,0,1515,18,-18,0,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0,4.58,0.03,-0.04,0,,,,,2.7900,0.2900,-0.3000,0,77.5586000,0.3581000,-0.3549000
1,2,4,Transit,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.705,0.096,-0.085,0,,,,,4.51000,0.81000,-0.67000,0,0.042000,0.043000,-0.030000,0,32.40,1.60,-1.50,0,664,8,-8,0,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0,4.58,0.03,-0.04,0,,,,,2.7900,0.2900,-0.3000,0,77.5586000,0.3581000,-0.3549000
1,2,4,Transit,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,2.930,0.140,-0.120,0,8.90000,5.70000,-3.80000,0,2.03000,0.64000,-0.43000,0,0.047000,0.043000,-0.032000,0,13.95,0.68,-0.63,0,538,6,-6,0,1,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0,4.58,0.03,-0.04,0,,,,,2.7900,0.2900,-0.3000,0,77.5586000,0.3581000,-0.3549000
1,2,4,Transit,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,2.730,0.140,-0.110,0,14.30000,6.40000,-5.00000,0,2.21000,0.70000,-0.47000,0,0.043000,0.036000,-0.030000,0,9.58,0.47,-0.44,0,490,6,-6,0,1,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,-0.120,0.400,-0.420,0,4.58,0.03,-0.04,0,,,,,2.7900,0.2900,-0.3000,0,77.5586000,0.3581000,-0.3549000
1,1,4,Transit,3.47174500,0.00004400,-0.00004600,0,0.038170,0.000950,-0.000920,0,2.590,0.060,-0.060,0,9.68000,1.21000,-1.37000,0,3.07000,0.45000,-0.45000,0,0.000000,,,0,234.31,19.58,-18.28,0,1089,22,-22,0,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0,4.40,0.10,-0.10,0,,,,,2.5120,0.1000,-0.0970,0,154.9610000,1.1610000,-1.1440000
1,1,4,Transit,7.13804800,0.00007200,-0.00006300,0,0.082400,0.001800,-0.001800,0,3.530,0.080,-0.080,0,15.68000,2.28000,-2.13000,0,1.95000,0.32000,-0.28000,0,0.000000,,,0,50.35,4.05,-3.83,0,741,14,-14,0,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0,4.40,0.10,-0.10,0,,,,,2.5120,0.1000,-0.0970,0,154.9610000,1.1610000,-1.1440000
1,1,4,Transit,10.45582000,0.00025000,-0.00023000,0,0.117800,0.002900,-0.002900,0,2.480,0.060,-0.060,0,6.50000,,,1,,,,,0.000000,,,0,24.61,2.07,-1.93,0,620,13,-12,0,0,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0,4.40,0.10,-0.10,0,,,,,2.5120,0.1000,-0.0970,0,154.9610000,1.1610000,-1.1440000
